"","KO","GeneName","Species","Module","Rep","TimePoint","value"
"18","K00705"," malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]","Lachnospiraceae_bacterium","starch_degradation","B1","24",7.788465282916
"19","K00705"," malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]","Roseburia_intestinalis","starch_degradation","B1","24",93.1500447836754
"20","K00705"," malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]","Subdoligranulum_variabile","starch_degradation","B1","24",39.8769422485299
"21","K00847"," E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]","Agathobacter_rectalis","fructan_degradation","B1","24",531.484870906188
"22","K00847"," E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]","Anaerobutyricum_soehngenii","fructan_degradation","B1","24",2.49230889053312
"23","K00847"," E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]","Bacteroides_ovatus","fructan_degradation","B1","24",22.7423186261147
"24","K00847"," E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]","Bacteroides_xylanisolvens","fructan_degradation","B1","24",70.7192647688773
"25","K00847"," E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]","Faecalibacterium_prausnitzii","fructan_degradation","B1","24",70.4077261575607
"26","K00847"," E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]","Lachnospiraceae_bacterium","fructan_degradation","B1","24",31.7769383542973
"27","K00847"," E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]","Roseburia_intestinalis","fructan_degradation","B1","24",27.4153977958643
"28","K00847"," E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]","Subdoligranulum_variabile","fructan_degradation","B1","24",14.3307761205654
"29","K00874"," kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","Anaerobutyricum_soehngenii","pectindegradationII","B1","24",1.5576930565832
"30","K00874"," kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","Bacteroides_ovatus","pectindegradationII","B1","24",87.5423497799759
"31","K00874"," kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","Bacteroides_xylanisolvens","pectindegradationII","B1","24",24.6115502940146
"32","K00874"," kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","Eubacterium_siraeum","pectindegradationII","B1","24",102.496203123175
"33","K00874"," kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","Faecalibacterium_prausnitzii","pectindegradationII","B1","24",135.830834534055
"34","K00874"," kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","Lachnospiraceae_bacterium","pectindegradationII","B1","24",101.873125900541
"35","K00874"," kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","Roseburia_intestinalis","pectindegradationII","B1","24",233.030881264847
"36","K00874"," kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","Subdoligranulum_variabile","pectindegradationII","B1","24",33.3346314108805
"37","K01051"," E3.1.1.11; pectinesterase [EC:3.1.1.11]","Bacteroides_ovatus","pectindegradationI","B1","24",41.4346353051131
"38","K01051"," E3.1.1.11; pectinesterase [EC:3.1.1.11]","Bacteroides_xylanisolvens","pectindegradationI","B1","24",54.8307955917287
"39","K01051"," E3.1.1.11; pectinesterase [EC:3.1.1.11]","Faecalibacterium_prausnitzii","pectindegradationI","B1","24",126.484676194556
"40","K01051"," E3.1.1.11; pectinesterase [EC:3.1.1.11]","Roseburia_intestinalis","pectindegradationI","B1","24",25.8577047392811
"41","K01176"," AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]","Agathobacter_rectalis","starch_degradation","B1","24",142.996222594338
"42","K01176"," AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]","Bacteroides_ovatus","starch_degradation","B1","24",21.4961641808482
"43","K01176"," AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]","Eubacterium_siraeum","starch_degradation","B1","24",1362.04680867635
"44","K01176"," AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]","Roseburia_intestinalis","starch_degradation","B1","24",61.6846450406947
"45","K01181"," E3.2.1.8, xynA; endo-1,4-beta-xylanase [EC:3.2.1.8]","Bacteroides_ovatus","Arabinoxylan_degradation","B1","24",14.6423147318821
"46","K01181"," E3.2.1.8, xynA; endo-1,4-beta-xylanase [EC:3.2.1.8]","Bacteroides_xylanisolvens","Arabinoxylan_degradation","B1","24",44.5500214182795
"47","K01181"," E3.2.1.8, xynA; endo-1,4-beta-xylanase [EC:3.2.1.8]","Roseburia_intestinalis","Arabinoxylan_degradation","B1","24",278.20397990576
"48","K01182"," IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]","Agathobacter_rectalis","starch_degradation","B1","24",112.15390007399
"49","K01182"," IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]","Coprococcus_catus","starch_degradation","B1","24",3.42692472448304
"50","K01182"," IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]","Roseburia_intestinalis","starch_degradation","B1","24",127.730830639822
"51","K01187"," malZ; alpha-glucosidase [EC:3.2.1.20]","Agathobacter_rectalis","starch_degradation","B1","24",411.542505549282
"52","K01187"," malZ; alpha-glucosidase [EC:3.2.1.20]","Bacteroides_ovatus","starch_degradation","B1","24",143.619299816971
"53","K01187"," malZ; alpha-glucosidase [EC:3.2.1.20]","Bacteroides_xylanisolvens","starch_degradation","B1","24",190.9731687371
"54","K01187"," malZ; alpha-glucosidase [EC:3.2.1.20]","Faecalibacterium_prausnitzii","starch_degradation","B1","24",216.519334865065
"55","K01187"," malZ; alpha-glucosidase [EC:3.2.1.20]","Roseburia_intestinalis","starch_degradation","B1","24",71.3423419915106
"56","K01187"," malZ; alpha-glucosidase [EC:3.2.1.20]","Subdoligranulum_variabile","starch_degradation","B1","24",9.96923556213248
"57","K01193"," INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]","Agathobacter_rectalis","fructan_degradation","B1","24",907.823513376689
"58","K01193"," INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]","Anaerobutyricum_soehngenii","fructan_degradation","B1","24",4.36154055843296
"59","K01193"," INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]","Bacteroides_ovatus","fructan_degradation","B1","24",10.2807741734491
"60","K01193"," INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]","Bacteroides_xylanisolvens","fructan_degradation","B1","24",15.8884691771486
"61","K01193"," INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]","Eubacterium_siraeum","fructan_degradation","B1","24",59.8154133727949
"62","K01193"," INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]","Faecalibacterium_prausnitzii","fructan_degradation","B1","24",581.954125939484
"63","K01193"," INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]","Subdoligranulum_variabile","fructan_degradation","B1","24",11.215390007399
"64","K01198"," xynB; xylan 1,4-beta-xylosidase [EC:3.2.1.37]","Agathobacter_rectalis","Arabinoxylan_degradation","B1","24",95.6423536742085
"65","K01198"," xynB; xylan 1,4-beta-xylosidase [EC:3.2.1.37]","Bacteroides_ovatus","Arabinoxylan_degradation","B1","24",65.1115697651778
"66","K01198"," xynB; xylan 1,4-beta-xylosidase [EC:3.2.1.37]","Bacteroides_xylanisolvens","Arabinoxylan_degradation","B1","24",67.6038786557109
"67","K01198"," xynB; xylan 1,4-beta-xylosidase [EC:3.2.1.37]","Eubacterium_siraeum","Arabinoxylan_degradation","B1","24",56.0769500369952
"68","K01198"," xynB; xylan 1,4-beta-xylosidase [EC:3.2.1.37]","Roseburia_intestinalis","Arabinoxylan_degradation","B1","24",279.13859573971
"69","K01198"," xynB; xylan 1,4-beta-xylosidase [EC:3.2.1.37]","Subdoligranulum_variabile","Arabinoxylan_degradation","B1","24",89.1000428365591
"70","K01200"," pulA; pullulanase [EC:3.2.1.41]","Agathobacter_rectalis","starch_degradation","B1","24",135.519295922738
"71","K01200"," pulA; pullulanase [EC:3.2.1.41]","Bacteroides_ovatus","starch_degradation","B1","24",20.2500097355816
"72","K01200"," pulA; pullulanase [EC:3.2.1.41]","Bacteroides_xylanisolvens","starch_degradation","B1","24",60.7500292067448
"73","K01200"," pulA; pullulanase [EC:3.2.1.41]","Eubacterium_siraeum","starch_degradation","B1","24",1478.87378792009
"74","K01200"," pulA; pullulanase [EC:3.2.1.41]","Faecalibacterium_prausnitzii","starch_degradation","B1","24",101.561587289225
"75","K01200"," pulA; pullulanase [EC:3.2.1.41]","Roseburia_intestinalis","starch_degradation","B1","24",47.6654075314459
"76","K01200"," pulA; pullulanase [EC:3.2.1.41]","Subdoligranulum_variabile","starch_degradation","B1","24",12.7730830639822
"77","K01208"," cd, ma, nplT; cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase [EC:3.2.1.54 3.2.1.133 3.2.1.135]","Agathobacter_rectalis","starch_degradation","B1","24",201.565481521866
"78","K01208"," cd, ma, nplT; cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase [EC:3.2.1.54 3.2.1.133 3.2.1.135]","Roseburia_intestinalis","starch_degradation","B1","24",48.6000233653958
"79","K01209"," abfA; alpha-L-arabinofuranosidase [EC:3.2.1.55]","Agathobacter_rectalis","Arabinoxylan_degradation","B1","24",141.750068149071
"80","K01209"," abfA; alpha-L-arabinofuranosidase [EC:3.2.1.55]","Bacteroides_ovatus","Arabinoxylan_degradation","B1","24",18.3807780676818
"81","K01209"," abfA; alpha-L-arabinofuranosidase [EC:3.2.1.55]","Bacteroides_xylanisolvens","Arabinoxylan_degradation","B1","24",15.2653919545154
"82","K01209"," abfA; alpha-L-arabinofuranosidase [EC:3.2.1.55]","Eubacterium_siraeum","Arabinoxylan_degradation","B1","24",349.54632189727
"83","K01209"," abfA; alpha-L-arabinofuranosidase [EC:3.2.1.55]","Roseburia_intestinalis","Arabinoxylan_degradation","B1","24",130.846216752989
"84","K01209"," abfA; alpha-L-arabinofuranosidase [EC:3.2.1.55]","Subdoligranulum_variabile","Arabinoxylan_degradation","B1","24",39.5654036372133
"85","K01625"," eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]","Anaerobutyricum_soehngenii","pectindegradationII","B1","24",1.86923166789984
"86","K01625"," eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]","Bacteroides_ovatus","pectindegradationII","B1","24",75.7038825499435
"87","K01625"," eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]","Bacteroides_xylanisolvens","pectindegradationII","B1","24",19.3153939016317
"88","K01625"," eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]","Faecalibacterium_prausnitzii","pectindegradationII","B1","24",84.7385022781261
"89","K01625"," eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]","Lachnospiraceae_bacterium","pectindegradationII","B1","24",52.6500253125122
"90","K01625"," eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]","Roseburia_intestinalis","pectindegradationII","B1","24",230.538572374314
"91","K01625"," eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]","Subdoligranulum_variabile","pectindegradationII","B1","24",17.4461622337318
"92","K01815"," kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]","Bacteroides_ovatus","pectindegradationII","B1","24",78.8192686631099
"93","K01815"," kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]","Bacteroides_xylanisolvens","pectindegradationII","B1","24",43.9269441956463
"94","K01815"," kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]","Faecalibacterium_prausnitzii","pectindegradationII","B1","24",57.0115658709451
"95","K01815"," kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]","Roseburia_intestinalis","pectindegradationII","B1","24",23.365395848748
"96","K03332"," fruA; fructan beta-fructosidase [EC:3.2.1.80]","Bacteroides_ovatus","fructan_degradation","B1","24",34.8923244674637
"97","K03332"," fruA; fructan beta-fructosidase [EC:3.2.1.80]","Bacteroides_xylanisolvens","fructan_degradation","B1","24",57.6346430935784
"98","K03332"," fruA; fructan beta-fructosidase [EC:3.2.1.80]","Roseburia_intestinalis","fructan_degradation","B1","24",68.5384944896608
"99","K05343"," treS; maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]","Eubacterium_siraeum","starch_degradation","B1","24",300.946298531874
"100","K05343"," treS; maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]","Subdoligranulum_variabile","starch_degradation","B1","24",10.2807741734491
"101","K07405"," E3.2.1.1A; alpha-amylase [EC:3.2.1.1]","Bacteroides_ovatus","starch_degradation","B1","24",65.1115697651778
"102","K07405"," E3.2.1.1A; alpha-amylase [EC:3.2.1.1]","Bacteroides_xylanisolvens","starch_degradation","B1","24",66.0461855991277
"103","K10112"," msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein","Agathobacter_rectalis","fructan_degradation","B1","24",1599.12769188831
"104","K10112"," msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein","Anaerobutyricum_soehngenii","fructan_degradation","B1","24",95.0192764515752
"105","K10112"," msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein","Coprococcus_catus","fructan_degradation","B1","24",15.2653919545154
"106","K10112"," msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein","Eubacterium_siraeum","fructan_degradation","B1","24",3657.15175824604
"107","K10112"," msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein","Faecalibacterium_prausnitzii","fructan_degradation","B1","24",410.919428326648
"108","K10112"," msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein","Lachnospiraceae_bacterium","fructan_degradation","B1","24",370.419408855485
"109","K10112"," msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein","Roseburia_intestinalis","fructan_degradation","B1","24",65.1115697651778
"110","K10112"," msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein","Subdoligranulum_variabile","fructan_degradation","B1","24",163.557770941236
"111","K10117"," msmE; raffinose/stachyose/melibiose transport system substrate-binding protein","Agathobacter_rectalis","fructan_degradation","B1","24",2977.06296974181
"112","K10117"," msmE; raffinose/stachyose/melibiose transport system substrate-binding protein","Anaerobutyricum_soehngenii","fructan_degradation","B1","24",160.753923439386
"113","K10117"," msmE; raffinose/stachyose/melibiose transport system substrate-binding protein","Coprococcus_catus","fructan_degradation","B1","24",60.1269519841115
"114","K10117"," msmE; raffinose/stachyose/melibiose transport system substrate-binding protein","Faecalibacterium_prausnitzii","fructan_degradation","B1","24",833.677323883329
"115","K10117"," msmE; raffinose/stachyose/melibiose transport system substrate-binding protein","Roseburia_intestinalis","fructan_degradation","B1","24",247.361657385412
"116","K10117"," msmE; raffinose/stachyose/melibiose transport system substrate-binding protein","Subdoligranulum_variabile","fructan_degradation","B1","24",68.5384944896608
"117","K10118"," msmF; raffinose/stachyose/melibiose transport system permease protein","Agathobacter_rectalis","fructan_degradation","B1","24",507.18485922349
"118","K10118"," msmF; raffinose/stachyose/melibiose transport system permease protein","Anaerobutyricum_soehngenii","fructan_degradation","B1","24",22.7423186261147
"119","K10118"," msmF; raffinose/stachyose/melibiose transport system permease protein","Coprococcus_catus","fructan_degradation","B1","24",3.1153861131664
"120","K10118"," msmF; raffinose/stachyose/melibiose transport system permease protein","Faecalibacterium_prausnitzii","fructan_degradation","B1","24",72.2769578254605
"121","K10118"," msmF; raffinose/stachyose/melibiose transport system permease protein","Roseburia_intestinalis","fructan_degradation","B1","24",56.3884886483118
"122","K10118"," msmF; raffinose/stachyose/melibiose transport system permease protein","Subdoligranulum_variabile","fructan_degradation","B1","24",11.215390007399
"123","K10119"," msmG; raffinose/stachyose/melibiose transport system permease protein","Agathobacter_rectalis","fructan_degradation","B1","24",504.692550332957
"124","K10119"," msmG; raffinose/stachyose/melibiose transport system permease protein","Anaerobutyricum_soehngenii","fructan_degradation","B1","24",19.003855290315
"125","K10119"," msmG; raffinose/stachyose/melibiose transport system permease protein","Coprococcus_catus","fructan_degradation","B1","24",4.98461778106624
"126","K10119"," msmG; raffinose/stachyose/melibiose transport system permease protein","Faecalibacterium_prausnitzii","fructan_degradation","B1","24",69.7846489349274
"127","K10119"," msmG; raffinose/stachyose/melibiose transport system permease protein","Roseburia_intestinalis","fructan_degradation","B1","24",62.307722263328
"128","K10119"," msmG; raffinose/stachyose/melibiose transport system permease protein","Subdoligranulum_variabile","fructan_degradation","B1","24",4.05000194711632
"129","K15531"," rexA; oligosaccharide reducing-end xylanase [EC:3.2.1.156]","Agathobacter_rectalis","Arabinoxylan_degradation","B1","24",80.6885003310098
"130","K15531"," rexA; oligosaccharide reducing-end xylanase [EC:3.2.1.156]","Roseburia_intestinalis","Arabinoxylan_degradation","B1","24",36.4500175240469
"131","K15531"," rexA; oligosaccharide reducing-end xylanase [EC:3.2.1.156]","Subdoligranulum_variabile","Arabinoxylan_degradation","B1","24",31.4653997429806
"132","K15921"," xynD; arabinoxylan arabinofuranohydrolase [EC:3.2.1.55]","Eubacterium_siraeum","Arabinoxylan_degradation","B1","24",927.761984500954
"133","K15921"," xynD; arabinoxylan arabinofuranohydrolase [EC:3.2.1.55]","Roseburia_intestinalis","Arabinoxylan_degradation","B1","24",56.3884886483118
"134","K15922"," yihQ; sulfoquinovosidase [EC:3.2.1.199]","Agathobacter_rectalis","starch_degradation","B1","24",128.042369251139
"135","K00688"," PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]","Agathobacter_rectalis","starch_degradation","B2","24",705.097064909486
"136","K00688"," PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]","Anaerobutyricum_soehngenii","starch_degradation","B2","24",100.507740418482
"137","K00688"," PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]","Bacteroides_ovatus","starch_degradation","B2","24",99.6260935727063
"138","K00688"," PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]","Bacteroides_xylanisolvens","starch_degradation","B2","24",51.5763404779055
"139","K00688"," PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]","Coprococcus_catus","starch_degradation","B2","24",41.2169900400356
"140","K00688"," PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]","Eubacterium_siraeum","starch_degradation","B2","24",3663.02223248851
"141","K00688"," PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]","Faecalibacterium_prausnitzii","starch_degradation","B2","24",284.110696051368
"142","K00688"," PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]","Lachnospiraceae_bacterium","starch_degradation","B2","24",20.7187008757398
"143","K00688"," PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]","Roseburia_intestinalis","starch_degradation","B2","24",64.8010431645479
"144","K00688"," PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]","Subdoligranulum_variabile","starch_degradation","B2","24",46.5068711146926
"145","K00705"," malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]","Agathobacter_rectalis","starch_degradation","B2","24",686.141657725298
"146","K00705"," malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]","Anaerobutyricum_soehngenii","starch_degradation","B2","24",78.4665692740784
"147","K00705"," malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]","Bacteroides_ovatus","starch_degradation","B2","24",69.6501008163168
"148","K00705"," malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]","Bacteroides_xylanisolvens","starch_degradation","B2","24",54.0008693037899
"149","K00705"," malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]","Coprococcus_catus","starch_degradation","B2","24",18.7349954727434
"150","K00705"," malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]","Eubacterium_siraeum","starch_degradation","B2","24",2080.68655603174
"151","K00705"," malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]","Faecalibacterium_prausnitzii","starch_degradation","B2","24",301.302809544003
"152","K00705"," malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]","Lachnospiraceae_bacterium","starch_degradation","B2","24",5.9511162089891
"153","K00705"," malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]","Roseburia_intestinalis","starch_degradation","B2","24",88.8259197119483
"154","K00705"," malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]","Subdoligranulum_variabile","starch_degradation","B2","24",29.3147576220574
"155","K00847"," E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]","Agathobacter_rectalis","fructan_degradation","B2","24",482.040412928117
"156","K00847"," E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]","Anaerobutyricum_soehngenii","fructan_degradation","B2","24",1.76329369155232
"157","K00847"," E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]","Bacteroides_ovatus","fructan_degradation","B2","24",19.8370540299636
"158","K00847"," E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]","Bacteroides_xylanisolvens","fructan_degradation","B2","24",100.728152129927
"159","K00847"," E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]","Faecalibacterium_prausnitzii","fructan_degradation","B2","24",56.2049864182303
"160","K00847"," E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]","Lachnospiraceae_bacterium","fructan_degradation","B2","24",21.82075943296
"161","K00847"," E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]","Roseburia_intestinalis","fructan_degradation","B2","24",23.1432297016243
"162","K00847"," E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]","Subdoligranulum_variabile","fructan_degradation","B2","24",14.1063495324186
"163","K00874"," kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","Anaerobutyricum_soehngenii","pectindegradationII","B2","24",1.76329369155232
"164","K00874"," kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","Bacteroides_ovatus","pectindegradationII","B2","24",101.389387264259
"165","K00874"," kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","Bacteroides_xylanisolvens","pectindegradationII","B2","24",50.6946936321293
"166","K00874"," kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","Eubacterium_siraeum","pectindegradationII","B2","24",84.4176854830675
"167","K00874"," kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","Faecalibacterium_prausnitzii","pectindegradationII","B2","24",123.430558408663
"168","K00874"," kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","Lachnospiraceae_bacterium","pectindegradationII","B2","24",71.8542179307572
"169","K00874"," kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","Roseburia_intestinalis","pectindegradationII","B2","24",144.149259284403
"170","K00874"," kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","Subdoligranulum_variabile","pectindegradationII","B2","24",31.5188747364978
"171","K01051"," E3.1.1.11; pectinesterase [EC:3.1.1.11]","Bacteroides_ovatus","pectindegradationI","B2","24",30.6372278907216
"172","K01051"," E3.1.1.11; pectinesterase [EC:3.1.1.11]","Bacteroides_xylanisolvens","pectindegradationI","B2","24",44.5231657116962
"173","K01051"," E3.1.1.11; pectinesterase [EC:3.1.1.11]","Faecalibacterium_prausnitzii","pectindegradationI","B2","24",126.295910657435
"174","K01051"," E3.1.1.11; pectinesterase [EC:3.1.1.11]","Roseburia_intestinalis","pectindegradationI","B2","24",24.6861116817325
"175","K01176"," AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]","Agathobacter_rectalis","starch_degradation","B2","24",112.409972836461
"176","K01176"," AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]","Bacteroides_ovatus","starch_degradation","B2","24",13.6655261095305
"177","K01176"," AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]","Eubacterium_siraeum","starch_degradation","B2","24",2001.33833991189
"178","K01176"," AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]","Roseburia_intestinalis","starch_degradation","B2","24",43.8619305773641
"179","K01181"," E3.2.1.8, xynA; endo-1,4-beta-xylanase [EC:3.2.1.8]","Bacteroides_ovatus","Arabinoxylan_degradation","B2","24",36.3679323882667
"180","K01181"," E3.2.1.8, xynA; endo-1,4-beta-xylanase [EC:3.2.1.8]","Bacteroides_xylanisolvens","Arabinoxylan_degradation","B2","24",90.3688016920566
"181","K01181"," E3.2.1.8, xynA; endo-1,4-beta-xylanase [EC:3.2.1.8]","Roseburia_intestinalis","Arabinoxylan_degradation","B2","24",233.416002419239
"182","K01182"," IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]","Agathobacter_rectalis","starch_degradation","B2","24",88.1646845776162
